Entrance,1619.0398437811264,1766.6607352966907
Living,2116.142023892884,1709.7432386641376
Dining,2184.15418158281,1403.2926215779703
Kitchen,1933.916634421244,1491.4178760603127
Pantry,1815.5554458622028,1306.4801380603699
MaidRoom,1725.1499194083199,1561.3664812767256
Corridor,1821.9655737178373,2223.8217551424505
Laundry,1688.513369851733,2244.5022124201696
PowderRoom,1728.021529702694,1940.026950799343
Bedroom1,2077.3111421204203,2029.1398830143567
Bedroom2,2067.727393225161,2348.7753873024653
MasterBedroom,1925.0595077773505,2643.994012077645
Balcony,2376.486554379144,1997.8533854285943
