WetKitchen,1849.8481370186685,2317.223441839983
Corridor,2003.3687867881624,2133.844419132338
FamilyDining,1605.2750433940814,2186.271019132338
FormalDining,2186.1864433940814,1830.6057902059474
FormalLiving,2580.521616970406,1832.6337611228892
PowderRoom2,2357.1563788525523,1831.3465029608387
Laundry,2141.1098603644873,2351.629345106023
MaidsRoom,2298.2360592653017,2366.6704869399073
FamilyLiving,1688.9951433940814,1988.8939191323375
ShowKitchen,1688.6430433940814,2368.464619132338
Entrance,2298.342116970406,2090.501454590809
PowderRoom1,2231.4303433940813,2231.383019132338
DriversRoom,2799.0949433940814,2491.111219132338
DriversBathroom,2688.7472079356103,2462.8629517968025
MaidsBathroom,2365.950273576325,2229.1778642342942
