Entrance,2103.02721334193,2716.1187785890534
Living,1558.5229216914227,2305.1224444599475
Powder,2309.3743489571602,2539.3154327378843
Kitchen,1846.3777039534166,2642.6914575094584
Dining,1615.693397991833,2644.1139546601994
Pantry,1979.3031511334568,2796.571526836615
Corridor,2101.3026048959514,2399.0242303097657
Study,1569.2916066693942,2152.971013018697
Bedroom3,1628.1089672000771,1978.3287020346158
Bedroom3Bathroom,1784.3104043536987,1886.3833001792566
MasterBedroomWardrobe,1907.8067428559843,1607.1608777565707
MasterBedroom,1696.2896704627583,1506.8056124012983
MasterBedroomBathroom,1914.3154442649777,1392.9843098682484
Bedroom2,2388.3692833940067,1658.1856847621436
Bedroom2Bathroom,2362.808952258063,1555.7489797735561
Laundry,2227.9750062241774,2116.995957097391
Maidsroom,1981.7360752765799,2102.1083012762547
MaidsroomBathroom,1965.510712674457,2211.6362811855347
BedroomKingBathroom,2258.9339323716777,1896.6858177482766
BedroomKing,2351.9121520465405,1989.9865058960024
Balcony,1491.8897104414891,1298.9466405331336
