MasterBedroomBathroom,1759.5852732278186,1709.0369040012174
Bedroom4Bathroom,2434.812263636508,2356.3819310530403
MasterBedroom,1554.1972268822187,1834.3278864378854
Corridor,1958.9986029842407,1977.4740512104602
Bedroom1,2108.4147871437017,1727.1514799318322
Bedroom1Wardrobe,2232.8552344435343,1858.1778766815683
Bedroom1Bathroom,2299.2756219025528,1682.5029941548614
Bedroom2,2390.451310695379,1743.8594250755418
Bedroom2Bathroom,2481.8411324970143,1874.4497107515185
FamilyLiving,2303.936675341522,2348.081254643109
Bedroom4Wardrobe,2501.134664208038,2258.093442290645
Bedroom4,2607.2426935699377,2347.5491458964248
Bedroom3,2009.7364536971968,2329.7500360578824
Bedroom3Bathroom,2202.113644448192,2358.0295062478854
Bedroom3Wardrobe,2135.9618679892337,2246.6559384868438
Bedroom2Balcony,2571.4825621859386,1718.0044188980225
Bedroom4Balcony,2768.9901501157906,2457.7519855320397
MasterBedroomBalcony,1384.5439263366707,1687.4347810381446
