MasterBedroomBathroom,1237.4146047445925,1680.1604020974792
MasterBedroom,1236.056326058086,2145.9293503394965
MaidsBedroom,1630.3785655515785,1653.4880272672276
Entrance,2011.6032669852632,1595.5397734117664
PowderRoom,2246.297816179713,1628.4356629243712
Corridor,2009.7746604177992,1794.6938398521015
Bedroom1,1557.6393772528231,2301.1952209747906
Bedroom1Bathroom,1497.7884513721524,1989.894095805042
Bedroom2Bathroom,1813.2022979997128,1919.3577664403356
Bedroom2,1805.9140025668898,2295.9224293647067
Kitchen,2389.5487851652633,1790.3010377546225
Dining,2384.203291254833,2101.6017874151257
Living,2103.8073507168424,2078.2316202957963
