Bedroom1,1827.3917494345637,2246.795787999954
Kitchen,2236.433268702162,2190.539870685603
Corridor,1886.6803319008673,1937.529299388511
Living,2444.625370833753,1771.6510832621034
MaidRoom,2028.015261784537,2332.5352282441154
Laundry,1707.7411334642907,1837.6659930914075
PowderRoom,2042.6979222665486,1837.8464730806054
MasterBedroom,1519.2294239270832,2085.344120347155
Entrance,2156.7938676848576,1704.9089700141303
Dining,2373.138782631556,2041.6264208878933
Balcony,1825.6058414123045,2505.12616332568
