Balcony,2553.0678034494854,1584.6427998466897
MasterBedroom,1466.0438007665548,1987.0327075122168
Bedroom1,1827.0306016864188,1649.0527017630711
Laundry,1830.962602069695,2101.5899035261436
Corridor,2030.5283062090798,2211.098802912902
Storage,1669.4210006132448,2294.9300016097636
PowderRoom,1899.098601303142,2325.9804024529712
Entrance,1849.3026001533126,2578.065900843208
Living,2387.0086003066194,2578.228104062731
Dining,2462.67540030662,2187.8595065156983
Kitchen,2126.837797700341,1863.7499054425239
