MasterBedroom,2212.248681710434,2909.795790330696
MasterBedroomBathroom,1722.4307443675996,2960.907151032734
PowderRoom,1667.0599147964479,2049.4197244464876
Kitchen,1914.09856864748,1397.7487672593115
LivingRoom,2161.1372224985116,1802.3811691053388
DiningRoom,2229.2858676177025,1384.9708532013892
MaidRoom,1735.208559915638,1499.971685683155
Bedroom2,2161.1372224985116,2130.3461851137163
Office,1654.2820992484092,2603.127035059166
Laundry,1667.0599147964479,2236.8284738967895
Bedroom3,2161.1372224985116,2534.978389939976
MasterBedroomWardrobe,1931.1357545547485,2926.8329762379644
Entrance,1607.4299118858337,1827.936800201416
Corridor,1790.579290976906,1870.5297157146454
Balcony1,2484.843262187195,1091.0801104976654
