Entrance,2350.4868539441877,1984.6068760773942
Kitchen,2166.4063539441877,1677.4879760773933
Dining,1891.8058539441809,1609.5479760773928
Living,1859.4520539441805,1887.6678760773934
Corridor,2150.9055539441874,1983.4797760773936
Bedroom2,1662.2272539441806,2195.2356760773973
Bedroom2Bathroom,1973.5388539441815,2187.057076077397
PowderRoom,2311.8662539441875,2220.316376077397
Study,2318.5671539441873,2430.493076077395
Bedroom1,1679.610953944181,2453.3749760773944
Bedroom1Bathroom,2044.2678539441863,2471.4834760773947
MasterBedroom,1794.5683539441807,2690.9712760773946
MasterBedroomBathroom,2204.6528539441874,2781.8434760773944
