Balcony,2516.2555534494854,2511.3572001533103
MasterBedroom,1429.2315507665548,2108.967292487783
Bedroom1,1790.2183516864188,2446.947298236929
Laundry,1794.1503520696951,1994.4100964738564
Corridor,1993.7160562090799,1884.901197087098
Storage,1632.6087506132449,1801.0699983902364
PowderRoom,1862.286351303142,1770.0195975470288
Entrance,1812.4903501533126,1517.934099156792
Living,2350.1963503066195,1517.7718959372692
Dining,2425.86315030662,1908.1404934843017
Kitchen,2090.025547700341,2232.250094557476
