Entrance,1594.1307001888867,1907.0755801282453
Living,2207.7236824436354,1889.4567215859902
Kitchen,1997.9993064567661,1596.6297395548004
Pantry,1861.9728930406804,1424.157317801345
Corridor,1795.728739563212,1994.1869954433018
Storage,1713.8355187649845,2470.0054557008943
MasterBedroom,2052.198798015572,2643.5971645432624
Bedroom1,2162.7478334063535,2256.0719255343192
Laundry,1627.0855900718816,2288.1087254468334
PowderRoom,1699.7985044254951,2119.218614298169
MaidRoom,1739.805131543295,1606.2121984525115
Dining,2318.294281492376,1454.6717770823338
Balcony,2547.809598354662,2055.304065959764
