MasterBedroom,1783.2934,1297.6734999999999
MasterBedroomBathroom,2383.0485,1282.4897999999998
PowderRoom,2451.375,1897.4286000000002
Kitchen,2147.7016000000003,2603.4692999999997
LivingRoom,1832.6404000000002,2193.5101999999997
DiningRoom,1817.4567000000002,2686.9795
Bedroom2,1788.389892578125,1816.15087890625
MaidRoom,2355.132080078125,2498.817626953125
Laundry,2451.375,1665.8775999999998
Entrance,2519.7016000000003,2170.7346
Corridor,2299.5383,2121.3877
MasterBedroomWardrobe,2121.1302,1286.2857
Balcony1,2026.67919921875,3091.3207397460938
Balcony2,1395.53466796875,2163.924560546875
Bedroom2Bathroom,2091.081787109375,1861.232666015625
MaidBathroom,2445.295654296875,2782.188720703125
