Bedroom1,2465.4401735370857,2438.462717007211
Bedroom2,2490.518465082259,2732.186356183615
MasterBedroom,2379.745983529051,2164.764675761131
Living,1955.6316165610992,2137.954178161405
Entrance,2048.431261738359,2511.116121691637
Kitchen,1694.8204106367302,2307.644068086066
Dining,1614.0716138173711,2108.913573914061
Corridor,2199.205381417005,2354.972107283244
PantryRoom,1461.70252426266,2442.5119186070656
StorageRoom,1597.2891937773184,2590.4135675652647
MaidRoom,1750.6581428455488,2480.885101108392
PowderRoom,1912.7409242990025,2598.2447909128723
Balcony,2158.272496767409,1886.1178044356984
