Entrance,2329.3392647033093,2476.9601562188736
Living,2386.2567613358624,1979.857976107116
Dining,2692.7073784220297,1911.84581841719
Kitchen,2604.5821239396873,2162.083365578756
Pantry,2789.51986193963,2280.4445541377972
MaidRoom,2534.6335187232744,2370.85008059168
Corridor,1872.1782448575495,2274.0344262821627
Laundry,1851.4977875798304,2407.486630148267
PowderRoom,2155.973049200657,2367.978470297306
Bedroom1,2066.8601169856433,2018.6888578795795
Bedroom2,1747.2246126975347,2028.2726067748392
MasterBedroom,1452.005987922355,2170.9404922226495
Balcony,2098.1466145714057,1719.5134456208561
