Entrance,2367.716562204584,2431.2447466438703
PowderRoom,2186.6002304672647,2176.468112671792
MaidRoom,2575.0372071903244,2299.8955065778946
Pantry,2762.2790704011413,2209.842753117015
Living,2286.8634289109623,1870.7669955375675
Kitchen,2651.0895046318346,1986.7667385946356
Dining,2558.114961317469,1781.9656898734456
Balcony,1962.1920190361566,1584.6224392026727
Corridor,1872.1336741044029,2167.0769153895776
Bedroom1,1961.45451222656,1853.3064646671937
MasterBedroom,1582.5524688914138,2090.7916396639944
LaundryStorage,2074.1198689583366,2351.1093034575465
