Dining,2136.7237,2237.3838
Kitchen,1777.4760999999999,2313.7479
Entrance,1596.3346999999999,2079.4918
Corridor,1833.0549,2080.5238
Living,2154.8185000000003,2606.1492
PowderRoom,1689.6219,1912.4773
Laundry,1685.3523,1676.478
Bedroom1,2227.1320990647355,1847.5483999999997
MasterBedroom,2198.6184,1470.1791000000003
MasterBedroomWardrobe,2007.4443247661839,1320.2921761690804
MasterBedroomBathroom,1764.5483,1365.2983
Balcony,2475.2956,2593.0461
Study,1788.8724000000002,2618.8698
Bedroom1Wardrobe,2017.650642536199,2009.5584172767485
Bedroom1Bathroom,1932.8144032844102,1755.0496995213816
