WetKitchen,1863.9756760603666,1824.4802512835965
Corridor,2011.6484849557173,2024.5054748359528
FamilyDining,1609.41492630129,1972.0788508997514
FormalDining,2190.326299972527,2309.4431159721908
FormalLiving,2601.2208992434757,2314.0735792389996
PowderRoom2,2357.96699109171,2350.2689928930204
Laundry,2165.948955763546,1782.5884942862722
MaidsRoom,2317.3141439988094,1780.864297099136
PodLiving,1506.5942564776353,2518.762242832603
PodBathroom,1768.2659338516519,2522.1362226590086
PodPantry,1680.3943723598213,2521.1799317600444
FamilyLiving,1693.1349974726102,2169.456023879064
ShowKitchen,1692.7829171754586,1789.8852934443355
Entrance,2319.041377740836,2071.177666258902
PowderRoom1,2235.570152065281,1926.9668627438903
DriversRoom,2803.234840155338,1667.2387423789737
DriversBathroom,2696.216304554648,1642.2192148389345
MaidsBathroom,2382.5096556415474,1945.798715919766
