Bedroom1,2226.7,1802.1
Bedroom2,2226.7,2247.8
SharedBathroom,1746.5,2592.7
Dining1,1956.4,1463.2
Kitchen1,1667,1266.8
MaidBathroom,1695,2124.3
MaidsBedroom,1695,1889.3
MasterBathroom,1685.7,2881.2
MasterBedroom,2226.7,2693.4
Living1,2254.3,1354
PowderRoom,1729.3,1674.6
Entrance,1623.4,1491.3
