Entrance,2347.219913269388,1630.2253944138702
PowderRoom,2181.5520766745435,1730.4115707267597
Corridor,1897.4587716636358,1820.8677856801928
Study,1601.3623206526672,1705.4276503493347
Laundry,1837.9833672346845,1721.169486985359
Bedroom1,2082.469712711148,2124.835155009175
MaidRoom,2560.1113866311225,1716.4288171366343
Pantry,2817.231797968594,1761.6484954780003
Kitchen,2667.931098447158,1931.5747437270816
Living,2388.1980382272195,2098.46947972867
Balcony,2110.348371884181,2406.3141862866914
Bedroom2,1742.4766419256161,2118.650862045022
MasterBedroom,1433.0689714772964,1979.3624620864462
