Dining,1554.8878,1941.0016
Kitchen,1537.1639,1673.6345999999999
Entrance,1782.1624000000002,1453.0881
Corridor,1780.8503999999998,1754.0258
Living,1603.4128999999998,2196.9444000000003
PowderRoom,1992.0449350467634,1611.4994000000002
Laundry,2235.1549649532367,1609.6932000000002
Bedroom1Wardrobe,1955.5328,1977.754
Bedroom1Bathroom,2189.689064953237,1873.3884752338163
Bedroom,2035.0477,2224.0874
MasterBedroom,2436.6911,2247.8471
MasterBedroomWardrobe,2512.06,1950.1154000000001
MasterBedroomBathroom,2610.7788,1672.9247999999998
Balcony,1607.9046429928462,2509.9338
