Bedroom1,2043.5963,2409.7674
Dining1,1126.157,2000
Kitchen1,1242.7534,1567.5127
Entrance,1601.9382,1466.856
SharedBathroom,2160.0219,1654.7053
MasterBathroom,2871.3313,1583.1691
MasterBedroom,2605.2553,2366.1711
Living1,1414.876,2366.1711
PowderRoom,1813.2553,1640.6809
